RunwayAreaAffected,ObstacleType, Latitude, Longitude,Elevation( in FT),Marking,Remarks
27/TKOF09/APCH,BUILDING,190508.0N,0725016.1E,94,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190520.1N,0725023.9E,76,NIL,BUILDING
27/TKOF09/APCH,TREE,190515.2N,0725036.1E,69,NIL,TREE
27/TKOF09/APCH,BUILDING,190525.5N,0725031.5E,65,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190523.5N,0725031.3E,61,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190519.1N,0725029.9E,60,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190517.6N,0725031.3E,60,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190525.8N,0725027.0E,66,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190522.4N,0725018.6E,92,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190510.8N,0725018.2E,90,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190510.1N,0725016.5E,93,NIL,BUILDING
27/TKOF09/APCH,ELECTRICAL SYSTEM,190524.8N,0725034.4E,52,NIL,ELECTRIC TRACTION OVERHEAD FRAME
27/TKOF09/APCH,BUILDING,190510.6N,0725013.2E,105,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190507.4N,0725008.1E,112,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190523.6N,0725017.2E,99,NIL,BUILDING
27/TKOF09/APCH,ANTENNA,190524.5N,0725010.2E,100,LGTD,CELLPHONE MAST
27/TKOF09/APCH,TREE,190517.3N,0725035.9E,65,NIL,TREE
27/TKOF09/APCH,TREE,190518.4N,0725036.0E,51,NIL,TREE
27/TKOF09/APCH,BUILDING,190511.3N,0725030.9E,79,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190522.9N,0725024.4E,84,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190521.8N,0725020.6E,83,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190521.4N,0725018.4E,90,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190507.9N,0725015.1E,89,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190508.0N,0725014.2E,101,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190521.1N,0725031.6E,64,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190519.6N,0725030.9E,63,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190518.8N,0725031.7E,63,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190518.3N,0725031.0E,63,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190522.3N,0725016.7E,98,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190523.4N,0725036.0E,50,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190514.0N,0725029.9E,69,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190514.5N,0725040.4E,44,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190512.3N,0725038.2E,50,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190513.6N,0725037.9E,52,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190514.6N,0725037.5E,51,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190511.4N,0725010.3E,98,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190512.4N,0725008.3E,108,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190507.9N,0725006.1E,119,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190517.1N,0725016.8E,86,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190524.1N,0725035.4E,50,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190509.8N,0725006.1E,114,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190510.3N,0725025.9E,109,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190524.9N,0725013.8E,116,NIL,MOSQUE
27/TKOF09/APCH,BUILDING,190524.1N,0725018.8E,92,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190520.5N,0725029.9E,79,NIL,BUILDING
27/TKOF09/APCH,TREE,190520.7N,0725030.8E,66,NIL,TREE
27/TKOF09/APCH,TREE,190517.2N,0725030.8E,74,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190515.0N,0725039.8E,53,NIL,TREE
27/TKOF09/APCH,TREE,190516.6N,0725036.1E,55,NIL,TREE
27/TKOF09/APCH,TREE,190516.1N,0725039.2E,54,NIL,TREE
27/TKOF09/APCH,TREE,190514.6N,0725035.0E,89,NIL,TREE
27/TKOF09/APCH,TREE,190522.1N,0725034.6E,70,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190519.4N,0725034.3E,66,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190519.5N,0725032.2E,68,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190519.7N,0725029.4E,64,NIL,TREE
27/TKOF09/APCH,TREE,190520.5N,0725027.1E,74,NIL,COTTON TREE
27/TKOF09/APCH,TREE,190521.2N,0725030.5E,63,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190521.6N,0725030.6E,59,NIL,TREE
27/TKOF09/APCH,TREE,190517.4N,0725029.5E,67,NIL,TREE
27/TKOF09/APCH,TREE,190514.7N,0725042.4E,66,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190513.6N,0725045.1E,44,NIL,TREE
27/TKOF09/APCH,ELECTRICAL SYSTEM,190516.4N,0725033.1E,54,NIL,ELECTRIC TRACTION OVERHEAD FRAME
27/TKOF09/APCH,ANTENNA,190514.7N,0725109.0E,68,NIL,GP ANTENNA (RWY 09)
27/TKOF09/APCH,ANTENNA,190514.6N,0725107.5E,39,NIL,GP MONITOR ANTENNA (RWY 09)
27/TKOF09/APCH,ANTENNA,190520.1N,0725040.9E,38,NIL,ANTENNA ON LLZ BUILDING
27/TKOF09/APCH,ELECTRICAL SYSTEM,190522.6N,0725033.9E,52,NIL,ELECTRIC TRACTION OVERHEAD FRAME
27/TKOF09/APCH,BUILDING,190514.2N,0725043.2E,35,NIL,PUCCA HOUSE
27/TKOF09/APCH,BUILDING,190523.6N,0725035.1E,50,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190519.4N,0725034.8E,53,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190520.3N,0725023.6E,75,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190522.5N,0725035.8E,49,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190520.2N,0725031.7E,59,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190514.2N,0725037.6E,50,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190517.0N,0725036.2E,50,NIL,BUILDING
27/TKOF09/APCH,BUILDING,190519.4N,0725034.8E,55,NIL,BUILDING
27/TKOF09/APCH,POLE,190513.9N,0725040.2E,51,NIL,LIGHT POLE
27/TKOF09/APCH,BUILDING,190515.6N,0725041.9E,37,NIL,HUT
27/TKOF09/APCH,ANTENNA,190519.9N,0725014.4E,103,NIL,ANTENNA ON BUILDING
27/TKOF09/APCH,TREE,190518.9N,0725029.4E,72,NIL,TREE
27/TKOF09/APCH,TREE,190520.8N,0725028.4E,72,NIL,TREE
27/TKOF09/APCH,TREE,190520.4N,0725027.2E,71,NIL,TREE
27/TKOF09/APCH,TREE,190520.9N,0725027.4E,71,NIL,TREE
27/TKOF09/APCH,TREE,190522.5N,0725027.0E,67,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190523.3N,0725026.7E,80,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190523.7N,0725026.7E,80,NIL,PIPAL TREE
27/TKOF09/APCH,TREE,190514.9N,0725042.7E,54,NIL,TREE
27/TKOF09/APCH,TREE,190514.6N,0725043.1E,47,NIL,TREE
27/TKOF09/APCH,TREE,190514.0N,0725044.6E,44,NIL,TREE
27/TKOF09/APCH,TREE,190513.2N,0725045.8E,42,NIL,TREE
27/TKOF09/APCH,TREE,190520.3N,0725029.6E,65,NIL,TREE
27/TKOF09/APCH,TREE,190520.0N,0725032.0E,57,NIL,TREE
27/TKOF09/APCH,TREE,190519.2N,0725030.7E,75,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190520.0N,0725030.8E,67,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190517.4N,0725030.7E,73,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190522.2N,0725034.5E,62,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190520.1N,0725032.1E,57,NIL,MANGO TREE
27/TKOF09/APCH,TREE,190521.5N,0725034.4E,55,NIL,TREE
27/TKOF09/APCH,TREE,190520.9N,0725034.4E,57,NIL,TREE
27/TKOF09/APCH,TREE,190521.6N,0725031.0E,61,NIL,COCONUT TREE
27/TKOF09/APCH,TREE,190517.3N,0725030.6E,65,NIL,TREE
27/TKOF09/APCH,TREE,190517.5N,0725029.9E,62,NIL,TREE
27/TKOF09/APCH,TREE,190516.9N,0725029.1E,75,NIL,TREE
27/TKOF09/APCH,TREE,190516.8N,0725029.1E,74,NIL,TREE
27/TKOF09/APCH,BUILDING,190522.3N,0725035.1E,52,NIL,HUT
27/TKOF09/APCH,OTHER,190516.1N,0725035.5E,57,NIL,HOARDING STRUCTURE
27/TKOF09/APCH,BUILDING,190515.1N,0725042.8E,36,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190508.9N,0725036.4E,86,NIL,BUILDING
In circling area and at AD,BUILDING,190507.0N,0725023.1E,108,NIL,BUILDING
In circling area and at AD,POLE,190525.6N,0725038.2E,56,NIL,LIGHT POLE
In circling area and at AD,BUILDING,190509.8N,0725029.6E,80,NIL,BUILDING
In circling area and at AD,BUILDING,190509.1N,0725027.7E,103,NIL,BUILDING
In circling area and at AD,BUILDING,190512.1N,0725042.8E,43,NIL,HUT
In circling area and at AD,BUILDING,190511.5N,0725038.6E,53,NIL,BUILDING
In circling area and at AD,BUILDING,190507.3N,0725013.9E,98,NIL,BUILDING
In circling area and at AD,BUILDING,190506.7N,0725011.8E,105,NIL,BUILDING
In circling area and at AD,BUILDING,190508.2N,0725022.1E,88,NIL,BUILDING
In circling area and at AD,POLE,190526.4N,0725036.2E,72,NIL,LIGHT POLE
In circling area and at AD,POLE,190526.3N,0725029.7E,68,NIL,LIGHT POLE
In circling area and at AD,POLE,190526.5N,0725031.4E,71,NIL,LIGHT POLE
In circling area and at AD,POLE,190511.4N,0725041.6E,57,NIL,LIGHT POLE
In circling area and at AD,TREE,190525.0N,0725036.7E,51,NIL,TREE
In circling area and at AD,TREE,190512.4N,0725048.1E,39,NIL,TREE
In circling area and at AD,TREE,190512.3N,0725052.0E,40,NIL,TREE
In circling area and at AD,BUILDING,190538.4N,0725001.4E,206,NIL,BUILDING
In circling area and at AD,OTHER,190526.3N,0725049.2E,68,NIL,WIND SOCK
In circling area and at AD,BUILDING,190511.6N,0725039.4E,50,NIL,BUILDING
In circling area and at AD,OTHER,190525.1N,0725038.0E,54,NIL,HOARDING
In circling area and at AD,POLE,190510.9N,0725042.1E,55,NIL,LIGHT POLE
In circling area and at AD,POLE,190526.4N,0725036.1E,68,NIL,LIGHT POLE
In circling area and at AD,TREE,190512.5N,0725047.8E,38,NIL,TREE
In circling area and at AD,TREE,190511.5N,0725040.1E,56,NIL,TREE
In circling area and at AD,OTHER,190513.1N,0725303.4E,86,NIL,CHIMNEY
27/APCH09/TKOF,BUILDING,190519.8N,0725312.2E,73,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190517.5N,0725330.6E,129,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190519.9N,0725332.1E,124,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190517.6N,0725332.8E,143,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190540.9N,0725452.3E,196,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190523.0N,0725259.1E,75,NIL,MOSQUE
27/APCH09/TKOF,BUILDING,190516.0N,0725352.0E,155,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190516.1N,0725410.1E,197,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190507.2N,0725431.9E,202,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190528.8N,0725434.3E,220,NIL,BUILDING
27/APCH09/TKOF,TREE,190506.5N,0725445.7E,205,NIL,MAST ON BULDING
27/APCH09/TKOF,ANTENNA,190510.8N,0725447.2E,211,NIL,CELLPHONE MAST ON BUILDING
27/APCH09/TKOF,OTHER,190521.5N,0725254.9E,64,NIL,SPEAKER ON MOSQUE
27/APCH09/TKOF,BUILDING,190523.5N,0725254.6E,64,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190527.3N,0725317.6E,147,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190509.8N,0725447.7E,208,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190530.5N,0725343.4E,174,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190533.1N,0725348.7E,202,NIL,HUT
27/APCH09/TKOF,BUILDING,190532.6N,0725353.2E,220,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190534.0N,0725447.7E,225,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190515.2N,0725331.5E,168,NIL,MOSQUE
27/APCH09/TKOF,BUILDING,190519.0N,0725254.5E,61,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190518.9N,0725256.1E,63,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190518.5N,0725257.2E,63,NIL,BUILDING
27/APCH09/TKOF,OTHER,190518.0N,0725258.9E,66,NIL,SPEAKER ON MOSQUE
27/APCH09/TKOF,BUILDING,190518.0N,0725300.2E,68,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190517.6N,0725301.3E,71,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190521.5N,0725257.8E,76,NIL,SHED
27/APCH09/TKOF,BUILDING,190521.5N,0725258.5E,77,NIL,SHED
27/APCH09/TKOF,BUILDING,190521.4N,0725259.2E,75,NIL,SHED
27/APCH09/TKOF,BUILDING,190521.2N,0725300.1E,71,NIL,SHED
27/APCH09/TKOF,BUILDING,190520.6N,0725305.3E,65,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190519.2N,0725307.7E,66,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190522.6N,0725306.7E,75,NIL,SHED
27/APCH09/TKOF,ANTENNA,190528.9N,0725406.6E,181,NIL,ANTENNA ON BUILDING
27/APCH09/TKOF,BUILDING,190523.9N,0725255.0E,60,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190525.1N,0725255.4E,59,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190525.1N,0725253.6E,83,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190524.3N,0725253.7E,68,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190516.5N,0725320.3E,122,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190523.5N,0725319.3E,117,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190521.8N,0725318.6E,90,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190524.9N,0725317.7E,107,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190526.4N,0725317.5E,136,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190525.8N,0725500.1E,206,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190504.7N,0725451.0E,192,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190525.3N,0725449.3E,207,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190536.9N,0725419.0E,220,NIL,HUT
27/APCH09/TKOF,BUILDING,190534.4N,0725413.4E,204,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190536.0N,0725409.4E,186,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190528.2N,0725346.1E,143,NIL,MOSQUE
27/APCH09/TKOF,BUILDING,190520.3N,0725336.9E,135,NIL,HUT
27/APCH09/TKOF,BUILDING,190518.0N,0725337.2E,127,NIL,HUT
27/APCH09/TKOF,ANTENNA,190515.5N,0725335.1E,166,NIL,ANTENNA ON BUILDING
27/APCH09/TKOF,ANTENNA,190515.0N,0725351.5E,160,NIL,ANTENNA ON BUILDING
27/APCH09/TKOF,BUILDING,190516.5N,0725352.1E,159,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190545.2N,0725504.1E,241,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190534.7N,0725450.7E,194,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190514.1N,0725331.4E,143,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190518.6N,0725330.3E,147,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190522.4N,0725328.3E,114,NIL,MOSQUE
27/APCH09/TKOF,BUILDING,190523.3N,0725325.5E,22,NIL,BUILDING
27/APCH09/TKOF,OTHER,190519.6N,0725319.5E,90,NIL,HOARDING
27/APCH09/TKOF,BUILDING,190519.9N,0725321.9E,95,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190517.3N,0725322.3E,127,NIL,MOSQUE
27/APCH09/TKOF,POLE,190519.1N,0725253.4E,54,NIL,LIGHT POLE
27/APCH09/TKOF,TREE,190520.4N,0725256.2E,71,NIL,TREE
27/APCH09/TKOF,TREE,190520.5N,0725257.6E,70,NIL,TREE
27/APCH09/TKOF,TREE,190520.9N,0725301.5E,72,NIL,TREE
27/APCH09/TKOF,TREE,190517.5N,0725308.7E,86,NIL,TREE
27/APCH09/TKOF,TREE,190531.1N,0725402.5E,184,NIL,TREE
27/APCH09/TKOF,TREE,190515.9N,0725252.8E,87,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190516.9N,0725252.7E,61,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190512.5N,0725314.5E,100,NIL,TREE
27/APCH09/TKOF,TREE,190515.6N,0725315.0E,93,NIL,TREE
27/APCH09/TKOF,TREE,190516.4N,0725316.5E,84,NIL,TREE
27/APCH09/TKOF,TREE,190531.4N,0725418.3E,268,NIL,GROUP OF TREES (COCONUT)
27/APCH09/TKOF,TREE,190528.8N,0725340.0E,147,NIL,GROUP OF TREES (COCONUT)
27/APCH09/TKOF,TREE,190530.7N,0725340.1E,168,NIL,TREE
27/APCH09/TKOF,TREE,190515.4N,0725340.4E,135,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190520.4N,0725338.6E,134,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190527.4N,0725335.8E,148,NIL,COCONUT TREE
27/APCH09/TKOF,TREE,190528.4N,0725337.5E,152,NIL,COCONUT TREE
27/APCH09/TKOF,TREE,190525.4N,0725336.3E,122,NIL,TREE
27/APCH09/TKOF,TREE,190524.2N,0725334.4E,140,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190511.2N,0725334.8E,139,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190511.4N,0725332.3E,133,NIL,TREE
27/APCH09/TKOF,TREE,190515.8N,0725330.4E,152,NIL,TREE
27/APCH09/TKOF,TREE,190521.5N,0725327.9E,153,NIL,TREE
27/APCH09/TKOF,OTHER,190519.9N,0725253.5E,55,NIL,MOBILE ROAD TRAFFIC
27/APCH09/TKOF,BUILDING,190520.1N,0725253.9E,51,NIL,SECURITY HUT
27/APCH09/TKOF,TANK,190532.4N,0725418.6E,248,NIL,TANK
27/APCH09/TKOF,ANTENNA,190525.0N,0725326.3E,137,NIL,CELLPHONE MAST TOWER
27/APCH09/TKOF,OTHER,190520.0N,0725255.4E,54,NIL,APPROACH LIGHT
27/APCH09/TKOF,OTHER,190520.1N,0725300.5E,55,NIL,APPROACH LIGHT
27/APCH09/TKOF,ANTENNA,190522.2N,0725253.0E,50,NIL,ASMGCS M-LAT ANTENNA
27/APCH09/TKOF,OTHER,190523.5N,0725254.0E,50,NIL,AIRPORT BOUNDARY WALL WITH FENCING ON TOP
27/APCH09/TKOF,OTHER,190521.4N,0725253.3E,45,NIL,CRASH GATE (RWY27)
27/APCH09/TKOF,BUILDING,190523.6N,0725254.9E,62,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190526.6N,0725317.5E,134,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190521.7N,0725327.7E,135,NIL,MOSQUE
27/APCH09/TKOF,BUILDING,190519.1N,0725254.1E,59,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190519.1N,0725255.3E,57,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190518.9N,0725255.6E,63,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190518.3N,0725259.4E,59,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190518.1N,0725300.9E,64,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190517.7N,0725302.0E,67,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190517.9N,0725302.2E,60,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190517.5N,0725302.8E,67,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190517.8N,0725302.9E,59,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190521.2N,0725259.9E,69,NIL,SHED
27/APCH09/TKOF,BUILDING,190521.2N,0725301.1E,70,NIL,SHED
27/APCH09/TKOF,BUILDING,190521.0N,0725302.1E,62,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190521.4N,0725302.6E,70,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190521.0N,0725304.9E,64,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190520.8N,0725305.4E,64,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190520.3N,0725305.4E,64,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190519.2N,0725253.8E,57,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190524.2N,0725255.2E,57,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190525.3N,0725255.6E,58,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190524.7N,0725253.5E,76,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190524.8N,0725253.6E,77,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190524.5N,0725253.6E,71,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190524.1N,0725254.0E,62,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190523.3N,0725254.5E,56,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190516.8N,0725320.4E,121,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190516.5N,0725320.0E,117,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190523.0N,0725319.0E,107,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190523.4N,0725319.4E,115,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190522.9N,0725319.1E,101,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190523.0N,0725319.0E,102,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190524.0N,0725317.8E,93,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190526.4N,0725317.5E,130,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190526.2N,0725317.4E,134,NIL,PUCCA HOUSE
27/APCH09/TKOF,ANTENNA,190520.7N,0725319.7E,116,NIL,GROUP OF CELLPHONE MAST ON PUCCA HOUSE
27/APCH09/TKOF,ANTENNA,190520.6N,0725319.9E,118,NIL,CELLPHONE MAST ON PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190520.9N,0725319.4E,99,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190521.2N,0725319.3E,100,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190521.2N,0725319.6E,105,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190521.3N,0725319.3E,100,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190524.5N,0725459.1E,195,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190529.8N,0725418.2E,214,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190529.6N,0725418.3E,208,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190529.5N,0725418.5E,197,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190529.7N,0725418.4E,202,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190530.3N,0725420.0E,208,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190531.9N,0725418.3E,243,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190531.9N,0725420.1E,231,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190532.1N,0725419.9E,240,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190531.5N,0725420.4E,214,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190532.0N,0725420.2E,227,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190531.7N,0725420.5E,212,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190531.4N,0725420.8E,198,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.5N,0725419.3E,238,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.0N,0725419.7E,234,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.8N,0725419.4E,226,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190534.7N,0725419.6E,207,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.3N,0725419.7E,222,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190534.0N,0725420.2E,195,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190531.6N,0725418.0E,239,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190532.1N,0725418.3E,243,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190532.4N,0725419.0E,245,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190532.6N,0725419.0E,245,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190532.6N,0725419.0E,244,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190532.7N,0725418.8E,241,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.1N,0725418.5E,237,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.4N,0725418.8E,237,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.5N,0725418.7E,234,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.5N,0725418.4E,226,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.2N,0725418.1E,228,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.0N,0725418.1E,229,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.5N,0725418.1E,219,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.7N,0725418.8E,231,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190533.7N,0725419.2E,234,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190534.4N,0725418.7E,225,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190534.2N,0725418.8E,228,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190534.0N,0725418.9E,228,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190535.2N,0725418.9E,204,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190535.2N,0725419.2E,206,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190535.3N,0725418.9E,199,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190535.6N,0725419.0E,197,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190536.1N,0725418.7E,203,NIL,PUCCA HOUSE
